"topology"	"rows"	"cols"	"nint"	"Wint"	"WB_inconsistencies"	"net_non_interger"	"connectance"	"interaction_type"	"WNODA"	"equi_null_mean"	"equi_null_sd"	"equi_z"	"prop_null_mean"	"prop_null_sd"	"prop_z"	"equi_ci_up"	"equi_ci_down"	"prop_ci_up"	"prop_ci_down"	"prop_ci_up2"	"prop_ci_down2"	"modularity"	"nmod"	"equi_null_mean"	"equi_null_sd"	"equi_z"	"equi_null_ci_up"	"equi_null_ci_down"	"prop_null_mean"	"prop_null_sd"	"prop_z"	"prop_null_ci_up"	"prop_null_ci_down"	"WNODA_SM"	"equi_null_SM_mean"	"equi_null_SM_sd"	"equi_SM_z"	"equi_SM_ci_up"	"equi_SM_ci_down"	"prop_null_SM_mean"	"prop_null_SM_sd"	"prop_SM_z"	"prop_SM_ci_up"	"prop_SM_ci_down"	"WNODA_DM"	"equi_null_DM_mean"	"equi_null_DM_sd"	"equi_DM_z"	"equi_DM_ci_up"	"equi_DM_ci_down"	"prop_null_DM_mean"	"prop_null_DM_sd"	"prop_DM_z"	"prop_DM_ci_up"	"prop_DM_ci_down"	"prop_SM_ci_up2"	"prop_SM_ci_down2"	"prop_DM_ci_up2"	"prop_DM_ci_down2"	"wnoda_equi_sig"	"wmod_equi_sig"	"wnoda_equi_SM_sig"	"wnoda_equi_DM_sig"	"wnoda_prop_equal"	"wmod_prop_sig"	"wnoda_prop_SM_equal"	"wnoda_prop_DM_equal"
"TP-117"	"compound"	13	13	37	4884	" R connec"	FALSE	0.218934911242604	"paras"	23.6721611721612	55.8880435803513	1.79667851457951	-17.9307996098177	89.1780878291224	1.81289875713229	-36.1332514566787	59.6942800788955	52.4260355029586	92.4050925925926	85.1453414818799	92.8359025234025	85.9519038653654	0.637073847915371	7	0.0394233299638705	0.00337674899004352	176.989915363474	0.0457163439964423	0.0335555233589632	0.0256812765412274	0.00367809214620299	166.22546338468	0.0321514584720973	0.0194597965175361	76.3888888888889	47.4401727020775	3.84021038909585	7.5383151582034	54.9380311046978	40.1521164021164	85.4873361241242	4.2978708684735	-2.11696617084888	94.5486111111111	77.8888888888889	16.796066252588	28.6045648240265	1.03493803629166	-11.409860452854	30.0451408494887	26.2692086496434	24.9719176727555	1.91910601595597	-4.26023958665717	28.172187715666	20.3613044794189	95.6018518518519	78.6560846560846	29.0131124913734	21.5009057971014	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-118"	"pure modular"	34	29	107	23985	""	FALSE	0.108519269776876	"paras"	8.67771376044385	52.4863087908915	0.625141198470063	-70.0779202165245	81.0045377800514	1.44166426988633	-50.1689786799738	53.6148687624677	51.1816936595271	83.5515957867672	77.9039224527624	84.1128986872124	78.5325643622125	0.710340766536865	11	0.0303934401791091	0.0010983735154603	619.049273117994	0.0323049400837653	0.0285255676918149	0.0175586000552621	0.00163982524031538	422.473169365513	0.021136434161282	0.0149429753125966	43.9638447971781	40.8012376639461	3.31147471380989	0.955044929089426	47.3294023228234	36.129502436434	76.8345223249234	4.07778396498893	-8.06091686317043	85.2973112278668	69.6585369967723	4.2412735369662	13.2395648511325	1.59175086398124	-5.65307770065226	15.0377347565729	9.86192888594702	12.4290222186516	1.00369765685106	-8.15758473261075	13.9162998463419	10.1189551791312	87.1867792701126	71.0132630018251	14.1713380017925	10.6107427310605	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-119"	"compound"	16	15	54	1407	""	FALSE	0.225	"paras"	26.5904761904762	50.6545403802547	1.26127623033839	-19.0791387413385	77.0612885300696	2.12193054843976	-23.7853271760964	53.308253968254	48.4507407407407	80.7440502707169	72.4027065350875	81.7397787397787	73.5186433319767	0.613852253606574	8	0.0837757410049771	0.0054321631060055	97.5811112916644	0.0960897613667877	0.0736393168687985	0.0674540549263796	0.00613756033723957	89.0253078841327	0.0796782661976946	0.0569056433741537	78.6036036036036	38.1028506742792	3.51609300138804	11.5186807952281	45.2221637221637	30.6723996723997	72.8081979879215	6.15547313298528	0.941504493720611	84.0145306596919	61.01053001053	16.3538500506586	22.823108966346	1.80286099110261	-3.58832929860608	24.8519848945381	18.2492401215805	21.4229220435772	1.196407849234	-4.23690967604739	23.4476489822234	18.8373860182371	87.8120978120978	61.8475293475293	23.6139126830616	19.5181526511314	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-120"	"pure modular"	35	16	82	8867	""	FALSE	0.146428571428571	"paras"	13.6233160778615	53.1769513866153	1.01360458227795	-39.0227471346489	81.0276760258753	1.76254689189891	-38.2425910242845	55.1096903096903	51.1069430569431	83.8533458384141	77.8571374238997	86.1754861762863	78.2204388438033	0.655124780522573	6	0.0433736432552184	0.00203325052157572	300.873468751535	0.0478253952189905	0.0400089087653977	0.0252679345606822	0.00267865798998792	235.138957013594	0.0307748724433421	0.0206357577548924	40.8639971139971	33.2848484624734	3.37860425534834	2.24327801621805	42.5903863914055	28.6797313127023	68.948762549436	5.12008636122214	-5.48521322767986	78.7942770963604	61.4894831416571	6.7535121037748	20.1362413410174	3.23194813897339	-4.14076237049199	23.5614768316035	13.0756046232764	15.7265093887015	2.25244503360859	-3.98366981259974	19.3440596228633	10.8038869752095	81.3167077677567	61.785349681183	20.0061838458603	11.1920334219828	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-121"	"pure modular"	34	27	179	4553	""	FALSE	0.194989106753813	"paras"	23.583191637081	47.9598033900302	0.763917010226588	-31.9100261240665	70.4415500878017	1.93506131228823	-24.2154386288206	49.4926388865501	46.5222932334645	73.857732399785	66.575275444741	74.6391204456165	67.5013933060816	0.471382442549278	8	0.0695230336914252	0.00245719539496736	163.543936994555	0.0739130688565437	0.0644328657345565	0.0491443638574034	0.00341984613966299	123.46698110035	0.0560483022298951	0.04344025552768	43.4794061302682	38.785256418622	2.41224058971664	1.94597078403261	44.2438323144161	35.1187222755206	67.7036906038638	3.67980012467478	-6.58304354933858	74.5032002671971	62.1981327305079	20.6837432938527	40.3854731011391	3.92753636191596	-5.01630742323043	44.2761765356064	31.3151862816817	37.356821232235	1.89976642722014	-8.7763830855667	40.2358279711192	33.3323442029851	76.3429652888658	62.4954090708035	40.6415616722062	33.9563228352888	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-122"	"compound"	53	17	158	2010.6	""	TRUE	0.175360710321865	"paras"	13.9247990938099	53.8356513563278	0.75271440782242	-53.0225698455524	88.1875603241817	0.378980200826556	-195.954197787654	55.0695176502844	52.2728892160039	88.8487820420736	87.4400031387979	88.9469667047486	87.5608050823967	0.584510316747678	8	0.0328140552673536	0.00134430035480416	410.396575072463	0.0349979575572652	0.029987071703103	0.0295627120499745	0.00134858822667006	411.502631954591	0.0321013633214964	0.0273731467329391	48.5071569980381	43.6202431294615	1.80113295592322	2.71324437904787	46.9922332703008	40.4412218488716	77.4660871033756	3.57952689506804	-8.09015575361031	84.4597886418706	71.7192369891767	7.76187305484628	45.9647225776739	2.24238819420537	-17.0366797424054	48.2605145614568	40.553035702412	40.8746022966525	2.36064236824939	-14.0269994672518	43.5947421729236	35.6972301533483	85.6698718948875	72.69749375416	43.714754491757	35.956799916022	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-123"	"pure modular"	14	16	38	396	""	FALSE	0.169642857142857	"paras"	11.4296998420221	34.8561078017747	1.60621077637479	-14.5848902923102	59.1860666918215	3.78875336149285	-12.6047705652136	38.214378302056	32.1872771777985	67.7455007045171	52.0183138284561	70.2176246607526	53.4908540643138	0.648537139067442	7	0.15670862059751	0.011688151892105	42.0792374200876	0.18179394959698	0.135913427201306	0.124611009080706	0.0131393958951697	39.8744458395795	0.152884909703091	0.103722834404653	39.3055555555556	41.1122205616253	4.89639879873481	-0.368978320666321	51.4788059163059	32.5416666666667	64.0513172367468	5.33320789835603	-4.63993944222936	76.4305555555555	54.5744047619048	7.85204991087344	16.6786997627334	2.41602825051763	-3.65337195455759	19.7023172905526	10.8759867583397	13.9398545267624	2.0419584909682	-2.98135571453385	17.1023682200153	9.61497326203208	78.9186507936508	56.2334656084656	17.7393684746626	10.0552584670232	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-124"	"compound"	97	33	316	8062	""	TRUE	0.098719150265542	"paras"	12.6417723310617	52.0606917370949	0.397334215878362	-99.2084694213716	87.4530257739438	0.214303318106104	-349.090504542922	52.9242103644309	51.323354295147	87.819966256669	87.1026995358706	87.995090541181	87.1341238262328	0.550151361216265	12	0.0230534440105344	0.000553824448468267	951.741871749334	0.0241400188602828	0.0219315941185409	0.0195475081584777	0.000613100201588239	865.443938337087	0.0207015950742943	0.0184607830925313	48.2863534281304	43.1200905207344	1.04666795791168	4.93591388591249	45.275559155759	41.3937755791971	76.9822655440605	2.41727919911721	-11.8711616458744	81.6667907606661	73.5461294415173	8.59107772303826	47.4409505190938	1.18037551932715	-32.913146841779	48.6535167672529	44.8141593426928	42.8172188337942	1.57120456951046	-21.7833767638671	44.406624429142	39.0769827040099	82.850214347747	73.8707951130762	44.6785452793639	39.2761132424795	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-125"	"pure modular"	13	10	34	1051	" C connec"	FALSE	0.261538461538462	"paras"	26.4769647696477	53.4202527373259	1.80038878077843	-14.9652609788141	75.9748687232447	5.25220098999652	-9.42422120704671	56.8630393996248	50.0162601626016	84.7590539541759	66.2797493323809	86.2330623306233	67.2471565642297	0.18052491352081	3	0.0794460969121322	0.00779793777611555	12.9622497012317	0.0946298256112388	0.0665210333867161	0.0354773481879106	0.00673689971582958	21.5303138611494	0.0492304461067842	0.0246843882994855	36.1195542046606	38.7548783536625	3.73245512553462	-0.706056485709119	45.9992477971201	32.1423198550858	64.33658801256	5.49765948827379	-5.13255392919202	76.8459979736575	54.7291455589328	20.5137844611529	32.2289536208709	5.945145207122	-1.97054382215658	39.8402160704792	20.3215329991646	27.4978276783094	3.1680161668325	-2.20454784614924	33.6687873529979	21.8245614035088	78.0547112462006	56.7494089834515	34.8394186223134	22.1439014202172	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-126"	"compound"	22	19	96	10979	" C connec"	FALSE	0.229665071770335	"paras"	40.0156953328595	53.8538113714862	1.07460728017117	-12.8773704533459	83.4937706964983	2.00330671208333	-21.7031546399722	55.8323216453617	51.7261777238211	86.8633286412906	79.4122672092716	87.2165291767	79.8523554544924	0.237566843924919	5	0.0350778974042535	0.00166508893991543	121.608486890165	0.0379462050616699	0.0317725214315656	0.0180374753801964	0.00218259327884881	100.581895249174	0.0221223966220038	0.0142544584594387	61.4180175616346	36.5844046819008	1.65794943152401	14.9785104464292	39.8318311786874	33.4891282077897	76.8150308410808	4.42146406344275	-3.4823336927582	85.8503075762705	69.4729073961997	33.483817769532	51.1547035168314	1.53393879230375	-11.5199418881377	53.5572446059987	48.0301111787105	55.1789395890703	1.91273184303344	-11.3424795527697	58.951095049724	51.740936080938	88.3168693009118	70.0285086631671	59.1576842967142	51.9746194515102	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-127"	"compound"	25	6	53	1293	""	FALSE	0.353333333333333	"paras"	28.410779696494	56.6597732426304	2.46441841781274	-11.4627424231022	83.4857758204281	1.54921876030172	-35.5501737619081	61.5191534391534	52.1100529100529	85.917438006209	80.1873670939379	86.7685693458889	80.878399015671	0.533831703700514	6	0.080656874087142	0.00650454513166329	69.6704873961709	0.0952112302008136	0.0675376783429604	0.069983086020898	0.00734456857886276	63.1553252854831	0.0871553591263326	0.0586308931009918	74.2592592592593	55.9809523809524	4.54856699459033	4.01847590681758	64.8	48.0666666666667	82.7659482944036	3.10984720387223	-2.73540417823492	88.9259259259259	77.9259259259259	20.7693664360331	31.8278224393504	0.998698188994031	-11.0728707883773	33.2070453912559	29.1897412376257	37.7624148038183	2.00479531505285	-8.47620115639445	40.3522066786429	33.0892328042328	95.5555555555556	78.1333333333333	41.0920911574506	33.8932980599647	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-128"	"compound"	23	13	61	5624	""	FALSE	0.204013377926421	"paras"	18.4411115906584	54.4834385370311	1.32622016950955	-27.1767296071974	80.7863616506088	2.47285854025526	-25.2118142000613	57.2411563216765	52.3713486041084	84.9238976365362	76.0315733980858	85.962842443425	76.6146523168225	0.254064544302107	12	0.0445096810665894	0.00246505868660473	85.0100909865761	0.0499139787013187	0.0405874210101394	0.0236320022789664	0.00349239162071342	65.9813007958335	0.0319474212833032	0.017842969775945	65.8695652173913	45.1376932246497	5.08312925168621	4.07856479074661	55.527950310559	34.7279821627648	77.4107668761617	5.16227199108057	-2.23568259842012	87.6054018445323	68.0235054800272	14.8993764172336	19.2348113818429	1.03202713023625	-4.20089243547008	20.978687978688	16.8245488277956	21.0639610829084	0.967457155581365	-6.37194591007027	22.6488122267343	19.0285588829961	88.0434782608696	68.6697722567288	23.0957066022001	19.6773486254006	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-129"	"pure modular"	35	23	87	1616	""	FALSE	0.108074534161491	"paras"	11.1797498884763	36.4151880341447	0.876752383536277	-28.7828566189741	60.4876279156023	2.45692798983435	-20.0689146084621	38.0070483057548	34.8941763787895	64.9209593611136	56.2360902261093	67.7746421240004	56.4733813685282	0.709211259925498	10	0.114544435127742	0.00424311366173729	140.148690844703	0.123041399127537	0.106808998505049	0.0819671478286443	0.00579843689848208	108.174689675601	0.0932145132830115	0.0720791772865405	37.8127136021873	33.2185625366777	3.51492759942461	1.30704002730003	41.1742955632944	28.2341261769286	61.250161872143	6.15201560525396	-3.8097185985581	73.1777803514121	52.6450773058383	6.22564614872307	14.4019361860641	2.74945868246362	-2.97378174456318	17.6644794043246	8.65480542933075	14.9238446615895	1.51053026119409	-5.758374218859	17.4881345353069	11.788505965061	79.4531384282077	53.4119700001471	17.9065393031204	12.2030221966725	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-130"	"pure modular"	42	18	219	909444	""	FALSE	0.28968253968254	"paras"	28.11102731369	56.6989434388702	0.844519756297555	-33.8510921881945	91.3977705888509	0.737970844722244	-85.7577826112909	58.2469240161548	55.3335837951223	92.6129925489251	90.0169469832599	92.8537902502858	90.1010151976241	0.282250864353041	6	0.00464089943724754	0.000204010152695202	1360.76543862281	0.00511463175443563	0.00430977204567416	0.00155199073754086	0.000229011945104534	1225.6953386749	0.002099837247642	0.00120484488851425	48.3753246753247	45.8034237265457	1.49459872292916	1.72079696665237	48.5259402300433	43.2479989074306	81.5861093910341	3.09524617136424	-10.7296101431156	88.7988984684783	76.9724098978997	23.8842668389748	57.0310611705029	2.16418530121373	-15.3160611122062	59.1584679647069	51.9472574540854	52.5358191528979	1.78129410790315	-16.0846837065275	54.9910184746406	48.2131252539282	89.902978644531	77.3904186455417	56.5845251182865	49.5089357659859	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-131"	"pure modular"	28	13	119	28760	""	FALSE	0.326923076923077	"paras"	24.7066371737424	56.468850698174	1.26262139380882	-25.1557701146009	88.9707671867795	1.26685750730711	-50.7271967386764	58.8656737998843	54.2554704067862	91.3175562336155	86.5862600086348	92.213099934418	86.755482031122	0.386360415727686	6	0.0209032175426147	0.00108077001341114	338.145205409254	0.0231501699354497	0.0189359044976314	0.0112222731801358	0.00125864048132206	298.050275765411	0.014294132439391	0.0092322003013767	49.7125576755206	50.3624506782089	2.53693049053506	-0.256172963789491	55.0357365542551	45.7846233208552	85.9354868623156	2.13215120902865	-16.9889119652528	90.2733108050159	82.7162983215615	19.3053583453583	43.4006808832279	2.88643752760333	-8.34777205723084	46.5134980446285	37.2517768813001	42.0334554825311	1.95951305402675	-11.5988495664609	45.490504346065	38.2882197591424	91.3686009383177	83.2870405531224	46.4963881376697	38.9096590883031	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-132"	"pure modular"	21	9	68	1890	""	FALSE	0.35978835978836	"paras"	38.6769260549748	54.6493249512994	1.9753209754673	-8.08597645379936	78.6499630277112	2.57565561906154	-15.5195580794691	58.2733255903988	50.2206736353078	83.2841618820296	74.1024386878612	84.2507151717678	74.7461975187283	0.342125360432239	4	0.068019305703861	0.00517287996384661	52.989061537115	0.0773624478598024	0.0578229052938048	0.044579069801544	0.00590731615394716	50.3691156654752	0.0564784860446236	0.0339479857786736	35.9149659863946	43.2862043826124	3.10247801796875	-2.37591962087259	48.3318862632772	36.6569317875598	60.3261615376585	3.66228040431718	-6.66557250026171	68.3356756425079	54.0604052147175	39.7754329004329	45.5535943568259	1.79224454148622	-3.22398050190264	48.4686552053038	42.0965832735376	53.3037422292091	2.96322960842766	-4.56539354571128	59.1962533358917	48.4026485342495	69.9432299235484	54.6792178409825	59.6271008403361	48.8343157476768	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-133"	"pure modular"	35	29	243	33913	""	FALSE	0.239408866995074	"paras"	28.6050967642403	52.8223903705959	0.598288578899435	-40.4776130791329	84.7226051651008	1.12482075024794	-49.8901788471549	53.8445396967564	51.7616964316472	86.5641197191019	82.1926032600283	87.1805570377157	83.0088733988394	0.418850449811445	11	0.0256951997284214	0.000993393747992435	395.769805152848	0.0274683338714224	0.023757245193752	0.0149803047137901	0.00100755141730374	400.843210739985	0.0171529961019999	0.0131682716474204	49.6868015063674	48.03843257417	1.76242561650645	0.935284256401633	51.9318074154696	44.9129044599721	84.5908825668546	2.4007698134805	-14.5387037376504	89.2065561016576	80.2709488693414	26.4969262900275	43.5359873583299	1.08186790892044	-15.7496686312704	44.7412396999908	41.0907475679163	39.042173184846	0.857104959375189	-14.6367685282835	40.3669478259721	37.0677173523633	91.481505505763	81.1769421322795	41.3898490976842	37.4992883672496	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-134"	"compound"	29	15	139	4740	""	FALSE	0.319540229885057	"paras"	46.0502782714133	52.4098427908402	1.21594468289732	-5.23014295705743	81.6849664992037	1.56906472338332	-22.7107828611127	54.5656252108779	50.0067930809546	84.6839120533933	78.8882672519478	86.1731076592391	79.2436858320763	0.585618134558208	5	0.0549929197515322	0.00253132611889596	209.623410767044	0.0602970855810144	0.0502323523651837	0.0403882250758553	0.00308254066085471	176.876794005103	0.0466267603126279	0.0351911997721163	76.2097731909823	45.1474670450326	1.85830219830526	16.7154223754769	48.2210175264389	41.5763478057311	77.5974137612931	3.40579261744777	-0.407435427278194	85.0398169701891	72.2897417812135	32.0507419477165	32.9923690853721	1.22316103000276	-0.769830884534848	34.497472671149	29.9916638649134	42.9441801556245	2.40125915770288	-4.53655248870722	46.5256155001399	37.8934788097478	85.9355950172277	72.922016569729	47.5335974676195	38.3269422930328	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-135"	"compound"	44	13	143	2225	""	FALSE	0.25	"pollin"	36.8123372395833	48.3922934210851	1.3451683365655	-8.6085554251655	62.9164775632282	3.01659771007466	-8.6535039910903	50.9394844874723	45.9091296829987	67.6761747304142	55.3498364933686	72.1458233353107	57.526648678244	0.381878449690696	4	0.0904510786877559	0.00391830114874647	74.375950173246	0.0968241787653075	0.0824652240878677	0.0530858975237614	0.00518858979406195	63.3683843234666	0.0628880595884358	0.0448363186466355	50.1084656084656	36.6797741874573	2.52353800083207	5.32137475900129	42.0190764623848	32.3516017667599	61.1048902533228	4.40280080481794	-2.49759758216269	69.4303817735654	53.9636957398862	30.9050305594734	32.8862216033508	3.13609609636612	-0.631737989844466	36.081884219727	25.3768567507283	39.3118009023355	2.26024321847017	-3.7194096078528	43.3328235947508	34.6318473283355	72.0072209211554	54.5256648601642	44.2235446685217	35.6020167373547	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-138"	"compound"	34	13	141	992	""	FALSE	0.319004524886878	"pollin"	19.71432562395	40.2420021182345	1.47417283505531	-13.9248777389893	57.6690504380414	1.60616159805134	-23.6307012072381	42.7711073007362	37.3748148384481	60.9560942752917	54.8153169674954	61.9445608372379	55.1999789602098	0.51594002016129	11	0.124995770697067	0.00552113360856619	70.8086920515133	0.135810272502601	0.115102269771072	0.115033516983797	0.00645493722228269	62.1085053768686	0.125316036355359	0.104976302354318	49.8533471359558	36.9312504163325	3.11087845086457	4.15384172789908	42.4106772800201	31.3624054479442	55.3971600276354	3.08285120813386	-1.79827455734895	60.7077137838007	49.5128615346007	17.3763914088535	25.3307493856457	1.81741625773802	-4.37673974958956	27.6903567759906	20.6900885381983	27.4784090029233	1.83887883716354	-5.4935743399234	29.8091864538432	22.4694022341297	61.9996549344376	50.2020672564151	29.9973253321567	23.3761413337844	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-139"	"compound"	56	9	103	594	""	FALSE	0.204365079365079	"pollin"	27.7573631951805	26.7005665343424	1.40323540748167	0.753114306554374	44.8473773973734	3.66657133122012	-4.66103415380874	29.3942469671314	24.1029377117527	52.3685753274211	37.2128444019535	53.1568456413201	39.0738958187126	0.412687480869299	6	0.186912306216459	0.00930164571983302	24.2726052413974	0.205228491423778	0.170275708827897	0.109972743306077	0.0103110460039207	29.35829570037	0.127725062068496	0.0899925177702955	54.6106150793651	32.4990213177013	6.53219210450558	3.38501890451329	46.8473995367378	24.1570576501452	54.2624675209386	6.72646142861674	0.0517579060136111	68.3225272618604	42.8717619359231	20.4809981684982	27.0427222855507	1.09450156547201	-5.99517106603931	28.9237322675371	24.72277853288	28.5082605151832	2.55910058112147	-3.13675140629576	33.6729809966388	24.6045002612022	73.5243055555556	44.0822293829813	37.7279141785682	24.7791696824372	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
